"","StudyID","ES_ID","Title","Authors","Year","DOI","Biodiv_ES","Biodiv_ESMetric","Biodiv_measure","Biodiv_sample_size","Biodiv_CI_lower","Biodiv_CI_upper","Taxonomic_group","Management_raw","Management_grouped","Management_raw2","Biodiv_SE","Biodiv_SD","BiodivConfidenceInterval","Scenario_raw","Control.TreatPairedYN","LandSharingSparing","BiodivYieldPairedYN","Control_Reference_state","Comparison","CropType","SustainableTreatYN","Strategy","Biodiv_SE_calc","Biodiv_CI_upper_calc","Biodiv_CI_lower_calc","Biodiv_CI_up","Biodiv_CI_low","Biodiv_SE2","Biodiv_EffSize","Biodiv_SE3","Biodiv_ES_homog","Biodiv_CI_up_homog","Biodiv_CI_low_homog"
"148","FEB23_597","ES157","Effects of nutrient addition on degraded alpine grasslands of the Qinghai-Tibetan Plateau: A meta-analysis","Wangetal2020",2020,"http://dx.doi.org/10.1016/j.agee.2020.106970",-0.059550562,"LRR","Simpson",11,NA,NA,"all","Nutrient, phosphorus and both on degraded Chinese grasslands","no nutrient addition","nutrient addition(nitrogen+phosphorus)",0.03,0.0920089820123355,"95% confidence interval","Addition or no addition of nutrients","Y","Sh","N","NoNutrientAddition","NoYesNutrientAddition","all crops","N","De-Intensification",NA,-0.00517672831564973,-0.11392439568435,-0.00517672831564973,-0.11392439568435,0.0277417518797705,-0.059550562,0.0277417518797705,0.059550562,0.00517672831564973,0.11392439568435
"149","FEB23_80","ES158","Ecological, biophysical and production effects of incorporating rest into grazing regimes: A global meta-analysis","McDonaldetal2019",2019,"http://dx.doi.org/10.1111/1365-2664.13496",-0.093413174,"LRR","diversity",18,NA,NA,"plants","effect of grazing rest on continuously grazed ","grazing pause","grazing exclusion",0.09,0.338901716738226,"95% confidence interval","continuously grazed vs managed grazing","N","Sp","N","StrategicGrazing","StrategicGrazingvsContinuousGrazing","grassland","N","Diversification",NA,0.0631514313467565,-0.249977779346757,0.0631514313467565,-0.249977779346757,0.0798799006871207,-0.093413174,0.0798799006871207,0.093413174,-0.0631514313467565,0.249977779346757
"150","FEB23_80","ES159","Ecological, biophysical and production effects of incorporating rest into grazing regimes: A global meta-analysis","McDonaldetal2019",2019,"http://dx.doi.org/10.1111/1365-2664.13496",-0.040718563,"LRR","SR",28,NA,NA,"all","effect of grazing rest on continuously grazed ","grazing pause","grazing exclusion",0.06,0.275906794187173,"95% confidence interval","continuously grazed vs managed grazing","N","Sp","N","StrategicGrazing","StrategicGrazingvsContinuousGrazing","grassland","N","Diversification",NA,0.0614787437433276,-0.142915869743328,0.0614787437433276,-0.142915869743328,0.05214148303231,-0.040718563,0.05214148303231,0.040718563,-0.0614787437433276,0.142915869743328
"151","FEB23_80","ES160","Ecological, biophysical and production effects of incorporating rest into grazing regimes: A global meta-analysis","McDonaldetal2019",2019,"http://dx.doi.org/10.1111/1365-2664.13496",0.049604222,"LRR","diversity",18,NA,NA,"plants","effect of grazing rest on ungrazed areas","grazing pause","grazing exclusion",0.07,0.263590224129731,"95% confidence interval","ungrazed areas vs managed grazing","N","Sp","N","NoGrazing","NoGrazingvsStrategicGrazing","grassland","N","Diversification",NA,0.171376692825255,-0.0721682488252551,0.171376692825255,-0.0721682488252551,0.0621288116455383,0.049604222,0.0621288116455383,-0.049604222,-0.171376692825255,0.0721682488252551
"152","FEB23_80","ES161","Ecological, biophysical and production effects of incorporating rest into grazing regimes: A global meta-analysis","McDonaldetal2019",2019,"http://dx.doi.org/10.1111/1365-2664.13496",0.072823219,"LRR","SR",28,NA,NA,"all","effect of grazing rest on ungrazed areas","grazing pause","grazing exclusion",0.1,0.459844656978621,"95% confidence interval","ungrazed areas vs managed grazing","N","Sp","N","NoGrazing","NoGrazingvsStrategicGrazing","grassland","N","Diversification",NA,0.243152063572213,-0.0975056255722127,0.243152063572213,-0.0975056255722127,0.0869024717205167,0.072823219,0.0869024717205167,-0.072823219,-0.243152063572213,0.0975056255722127
"153","FEB23_81","ES162","Do European agroforestry systems enhance biodiversity and ecosystem services? A meta-analysis","Torralbaetal2016",2016,"http://dx.doi.org/10.1016/j.agee.2016.06.002",0.297,"LRR","Biodiversity",65,0.19,0.41,"all","conventional (agricultural or pasture or forestry land) vs agroforestry","diversification","diversification",0.15,0.452473649139204,"95% confidence interval","conventional vs agroforestry","N","Sh","N","Agriculture","AgriculturevsAgroforestry","agroforestry systems","Y","Diversification",NA,0.547351953753613,0.0466480462463865,0.41,0.19,0.0561224489795918,0.297,0.0561224489795918,0.297,0.41,0.19
"154","FEB23_81","ES163","Do European agroforestry systems enhance biodiversity and ecosystem services? A meta-analysis","Torralbaetal2016",2016,"http://dx.doi.org/10.1016/j.agee.2016.06.002",0.422,"LRR","Biodiversity",9,-0.68,1.52,"fungi","conventional (agricultural or pasture or forestry land) vs agroforestry","diversification","diversification",1.11,1.68367346938776,"95% confidence interval","conventional vs agroforestry","N","Sh","N","Agriculture","AgriculturevsAgroforestry","agroforestry systems","Y","Diversification",NA,2.4860983216593,-1.6420983216593,1.52,-0.68,0.561224489795918,0.422,0.561224489795918,0.422,1.52,-0.68
"155","FEB23_81","ES164","Do European agroforestry systems enhance biodiversity and ecosystem services? A meta-analysis","Torralbaetal2016",2016,"http://dx.doi.org/10.1016/j.agee.2016.06.002",0.539,"LRR","Biodiversity",25,-0.43,0.82,"invertebrates","conventional (agricultural or pasture or forestry land) vs agroforestry","diversification","diversification",2.04,1.59438775510204,"95% confidence interval","conventional vs agroforestry","N","Sh","N","Agriculture","AgriculturevsAgroforestry","agroforestry systems","Y","Diversification",NA,4.02919944301523,-2.95119944301523,0.82,-0.43,0.318877551020408,0.539,0.318877551020408,0.539,0.82,-0.43
"156","FEB23_81","ES165","Do European agroforestry systems enhance biodiversity and ecosystem services? A meta-analysis","Torralbaetal2016",2016,"http://dx.doi.org/10.1016/j.agee.2016.06.002",0.575,"LRR","Biodiversity",6,-0.9,2.05,"plants","conventional (agricultural or pasture or forestry land) vs agroforestry","diversification","diversification",10.72,1.84336600541081,"95% confidence interval","conventional vs agroforestry","N","Sh","N","Agriculture","AgriculturevsAgroforestry","agroforestry systems","Y","Diversification",NA,22.17631856213,-21.02631856213,2.05,-0.9,0.752551020408163,0.575,0.752551020408163,0.575,2.05,-0.9
"157","FEB23_81","ES166","Do European agroforestry systems enhance biodiversity and ecosystem services? A meta-analysis","Torralbaetal2016",2016,"http://dx.doi.org/10.1016/j.agee.2016.06.002",2.068,"LRR","Biodiversity",16,1.31,2.83,"birds","conventional (agricultural or pasture or forestry land) vs agroforestry","diversification","diversification",2.04,1.55102040816327,"95% confidence interval","conventional vs agroforestry","N","Sh","N","Agriculture","AgriculturevsAgroforestry","agroforestry systems","Y","Diversification",NA,5.64422272561285,-1.50822272561285,2.83,1.31,0.387755102040816,2.068,0.387755102040816,2.068,2.83,1.31
"158","FEB23_95","ES167","Revegetation of degraded ecosystems into grasslands using biosolids as an organic amendment: A meta-analysis","Plougheetal2020",2020,"http://dx.doi.org/10.1111/avsc.12558",0.27,"LRR","SR",159,-0.1,0.65,"all","Biosolids application on grasslands","organic","organic",NA,2.41253575502267,"95% confidence interval","Biosolids vs no biosolids","N","Sh","Ysome","YesBiosolids","YesNoBiosolids","grassland","Y","Diversification",NA,NA,NA,0.65,-0.1,0.191326530612245,0.27,0.191326530612245,0.27,0.65,-0.1
"159","FEB23_95","ES168","Revegetation of degraded ecosystems into grasslands using biosolids as an organic amendment: A meta-analysis","Plougheetal2020",2020,"http://dx.doi.org/10.1111/avsc.12558",0.13,"LRR","Sh",24,-0.13,0.38,"all","Biosolids application on grasslands","organic","organic",NA,0.6373672289895,"95% confidence interval","Biosolids vs no biosolids","N","Sh","Ysome","YesBiosolids","YesNoBiosolids","grassland","Y","Diversification",NA,NA,NA,0.38,-0.13,0.130102040816327,0.13,0.130102040816327,0.13,0.38,-0.13
"160","FEB23_95","ES169","Revegetation of degraded ecosystems into grasslands using biosolids as an organic amendment: A meta-analysis","Plougheetal2020",2020,"http://dx.doi.org/10.1111/avsc.12558",-0.22,"LRR","Ab",42,-0.64,0.19,"all","Biosolids application on grasslands","organic","organic",NA,1.37219764787717,"95% confidence interval","Biosolids vs no biosolids","N","Sh","Ysome","YesBiosolids","YesNoBiosolids","grassland","Y","Diversification",NA,NA,NA,0.19,-0.64,0.211734693877551,-0.22,0.211734693877551,-0.22,0.19,-0.64
"161","JB005","ES170","Effects of agricultural management practices on soil quality: A review of long-term experiments for Europe and China","Baietal2018",2018,"10.1016/j.agee.2018.05.028",2.45,"LRR","Ab",6,NA,NA,"invertebrates","number of earthworms organic vs non organic","organic","organic",0.681774645074651,1.71690346095212,"95% confidence interval","organic matter input vs no input","Y","Sh","N","NoOrganicMatter","YesNoOrganicMatter","all crops","Y","De-Intensification",0.681774645074651,3.82380888953737,1.07619111046263,3.82380888953737,1.07619111046263,0.700922902825191,2.45,0.700922902825191,2.45,3.82380888953737,1.07619111046263
"162","JB005","ES171","Effects of agricultural management practices on soil quality: A review of long-term experiments for Europe and China","Baietal2018",2018,"10.1016/j.agee.2018.05.028",1.53,"LRR","Ab",3,NA,NA,"invertebrates","number of earthworms tillage vs no tillage","lower intensity","(de)intensification",0.357957166897568,0.923668908071076,"95% confidence interval","tillage vs no tillage","Y","Sh","N","NoTillage","YesNoTillage","all crops","N","De-Intensification",0.357957166897568,2.57522976572517,0.48477023427483,2.57522976572517,0.48477023427483,0.533280492716923,1.53,0.533280492716923,-1.53,-2.57522976572517,-0.48477023427483
"163","JB005","ES172","Effects of agricultural management practices on soil quality: A review of long-term experiments for Europe and China","Baietal2018",2018,"10.1016/j.agee.2018.05.028",1.73,"LRR","Ab",2,NA,NA,"invertebrates","number of earthworms crop rotation vs monoculture","diversification","diversification",1.09601551083915,4.9930177794624,"95% confidence interval","crop rotation vs monoculture","Y","Sh","N","Monoculture","MonoculturevsCropRotation","all crops","Y","Diversification",1.09601551083915,8.64996959166801,-5.18996959166801,8.64996959166801,-5.18996959166801,3.53059673044286,1.73,3.53059673044286,1.73,8.64996959166801,-5.18996959166801
"164","JB005","ES173","Effects of agricultural management practices on soil quality: A review of long-term experiments for Europe and China","Baietal2018",2018,"10.1016/j.agee.2018.05.028",1.75,"LRR","Ab",3,NA,NA,"invertebrates","number of earthworms organic vs conventional","organic","organic",0.213619599600162,0.551221767719836,"95% confidence interval","number of earthworms organic vs conventional","Y","Sh","N","Conventional","ConventionalvsOrganic","all crops","Y","De-Intensification",0.213619599600162,2.37376615051341,1.12623384948659,2.37376615051341,1.12623384948659,0.318248035976228,1.75,0.318248035976228,1.75,2.37376615051341,1.12623384948659
"165","JB081","ES174","Biodiversity and yield under different land-use types in orchard/vineyard landscapes: A meta-analysis","Katayamaetal2019",2019,"10.1016/j.biocon.2018.11.020",0.107749077,"LRR","SR",20,NA,NA,"all","in orchards and vineyards","organic","organic",0.04,0.157814633007637,"95% confidence interval","conventional vs integraded","Y","Sh","Ysome","Conventional","ConventionalvsMixedOrganic","agroforestry systems","Y","De-Intensification",NA,0.176914389460855,0.0385837645391452,0.176914389460855,0.0385837645391452,0.0352884247249259,0.107749077,0.0352884247249259,0.107749077,0.176914389460855,0.0385837645391452
"166","JB081","ES175","Biodiversity and yield under different land-use types in orchard/vineyard landscapes: A meta-analysis","Katayamaetal2019",2019,"10.1016/j.biocon.2018.11.020",0.149815498,"LRR","SR",36,NA,NA,"all","conventional: pesticides and fertilizers, herbicides, tillage, mowing / integrated: crover crops, mulch, combination of conventional and organic / organic: cover crop, mulch, mating disr, no fertilizers or pesticides / abandoned: old orchards or vineyards not managed anymore / natural: forests, shrublands, grasslands","organic","organic",0.05,0.258608029252082,"95% confidence interval","conventional vs organic","Y","Sh","Ysome","Conventional","ConventionalvsOrganic","agroforestry systems","Y","De-Intensification",NA,0.234294120889013,0.0653368751109867,0.234294120889013,0.0653368751109867,0.0431013382086803,0.149815498,0.0431013382086803,0.149815498,0.234294120889013,0.0653368751109867
"167","JB081","ES176","Biodiversity and yield under different land-use types in orchard/vineyard landscapes: A meta-analysis","Katayamaetal2019",2019,"10.1016/j.biocon.2018.11.020",0.001476015,"LRR","SR",11,NA,NA,"all","conventional: pesticides and fertilizers, herbicides, tillage, mowing / integrated: crover crops, mulch, combination of conventional and organic / organic: cover crop, mulch, mating disr, no fertilizers or pesticides / abandoned: old orchards or vineyards not managed anymore / natural: forests, shrublands, grasslands","organic","organic",0.07,0.214687624695449,"95% confidence interval","integrated vs organic","Y","Sh","Ysome","MixedOrganic","MixedvsPureOrganic","agroforestry systems","Y","De-Intensification",NA,0.128348293596817,-0.125396263596817,0.128348293596817,-0.125396263596817,0.0647307543861313,0.001476015,0.0647307543861313,0.001476015,0.128348293596817,-0.125396263596817
"168","JB081","ES177","Biodiversity and yield under different land-use types in orchard/vineyard landscapes: A meta-analysis","Katayamaetal2019",2019,"10.1016/j.biocon.2018.11.020",0.218450185,"LRR","SR",15,NA,NA,"all","conventional: pesticides and fertilizers, herbicides, tillage, mowing / integrated: crover crops, mulch, combination of conventional and organic / organic: cover crop, mulch, mating disr, no fertilizers or pesticides / abandoned: old orchards or vineyards not managed anymore / natural: forests, shrublands, grasslands","organic","(de)intensification",0.11,0.38284067886218,"95% confidence interval","conventional vs abandoned","Y","Sh","Ysome","Conventional","ConventionalvsAbandoned","agroforestry systems","Y","De-Intensification",NA,0.412194299935238,0.0247060700647619,0.412194299935238,0.0247060700647619,0.0988490382322643,0.218450185,0.0988490382322643,0.218450185,0.412194299935238,0.0247060700647619
"169","JB081","ES178","Biodiversity and yield under different land-use types in orchard/vineyard landscapes: A meta-analysis","Katayamaetal2019",2019,"10.1016/j.biocon.2018.11.020",0.096678967,"LRR","SR",10,NA,NA,"all","conventional: pesticides and fertilizers, herbicides, tillage, mowing / integrated: crover crops, mulch, combination of conventional and organic / organic: cover crop, mulch, mating disr, no fertilizers or pesticides / abandoned: old orchards or vineyards not managed anymore / natural: forests, shrublands, grasslands","organic","(de)intensification",0.09,0.266180146324189,"95% confidence interval","conventional vs (semi-)natural plot","Y","Sh","Ysome","Conventional","ConventionalvsSemiNatural","agroforestry systems","Y","De-Intensification",NA,0.261659130939061,-0.0683011969390613,0.261659130939061,-0.0683011969390613,0.0841735530301333,0.096678967,0.0841735530301333,0.096678967,0.261659130939061,-0.0683011969390613
"170","JB081","ES179","Biodiversity and yield under different land-use types in orchard/vineyard landscapes: A meta-analysis","Katayamaetal2019",2019,"10.1016/j.biocon.2018.11.020",-0.029508197,"LRR","Ab",52,NA,NA,"all","conventional: pesticides and fertilizers, herbicides, tillage, mowing / integrated: crover crops, mulch, combination of conventional and organic / organic: cover crop, mulch, mating disr, no fertilizers or pesticides / abandoned: old orchards or vineyards not managed anymore / natural: forests, shrublands, grasslands","organic","organic",0.18,1.10944759403942,"95% confidence interval","conventional vs integraded","Y","Sh","Ysome","Conventional","ConventionalvsMixedOrganic","agroforestry systems","Y","De-Intensification",NA,0.272043094076484,-0.331059488076484,0.272043094076484,-0.331059488076484,0.153852699528818,-0.029508197,0.153852699528818,-0.029508197,0.272043094076484,-0.331059488076484
"171","JB081","ES180","Biodiversity and yield under different land-use types in orchard/vineyard landscapes: A meta-analysis","Katayamaetal2019",2019,"10.1016/j.biocon.2018.11.020",0.547540984,"LRR","Ab",64,NA,NA,"all","conventional: pesticides and fertilizers, herbicides, tillage, mowing / integrated: crover crops, mulch, combination of conventional and organic / organic: cover crop, mulch, mating disr, no fertilizers or pesticides / abandoned: old orchards or vineyards not managed anymore / natural: forests, shrublands, grasslands","organic","organic",0.11,0.749527528113263,"95% confidence interval","conventional vs organic","Y","Sh","Ysome","Conventional","ConventionalvsOrganic","agroforestry systems","Y","De-Intensification",NA,0.731175228387749,0.363906739612251,0.731175228387749,0.363906739612251,0.0936909410141578,0.547540984,0.0936909410141578,0.547540984,0.731175228387749,0.363906739612251
"172","JB081","ES181","Biodiversity and yield under different land-use types in orchard/vineyard landscapes: A meta-analysis","Katayamaetal2019",2019,"10.1016/j.biocon.2018.11.020",0.049180328,"LRR","Ab",21,NA,NA,"all","conventional: pesticides and fertilizers, herbicides, tillage, mowing / integrated: crover crops, mulch, combination of conventional and organic / organic: cover crop, mulch, mating disr, no fertilizers or pesticides / abandoned: old orchards or vineyards not managed anymore / natural: forests, shrublands, grasslands","organic","organic",0.14,0.564546564332553,"95% confidence interval","integrated vs organic","Y","Sh","Ysome","MixedOrganic","MixedvsPureOrganic","agroforestry systems","Y","De-Intensification",NA,0.29064088200891,-0.19228022600891,0.29064088200891,-0.19228022600891,0.123194160208628,0.049180328,0.123194160208628,0.049180328,0.29064088200891,-0.19228022600891
"173","JB081","ES182","Biodiversity and yield under different land-use types in orchard/vineyard landscapes: A meta-analysis","Katayamaetal2019",2019,"10.1016/j.biocon.2018.11.020",-0.049180328,"LRR","Ab",15,NA,NA,"all","conventional: pesticides and fertilizers, herbicides, tillage, mowing / integrated: crover crops, mulch, combination of conventional and organic / organic: cover crop, mulch, mating disr, no fertilizers or pesticides / abandoned: old orchards or vineyards not managed anymore / natural: forests, shrublands, grasslands","organic","(de)intensification",0.38,1.32254052697844,"95% confidence interval","conventional vs abandoned","Y","Sh","Ysome","Conventional","ConventionalvsAbandoned","agroforestry systems","Y","De-Intensification",NA,0.620117523594459,-0.718478179594459,0.620117523594459,-0.718478179594459,0.341478495711459,-0.049180328,0.341478495711459,-0.049180328,0.620117523594459,-0.718478179594459
"174","JB081","ES183","Biodiversity and yield under different land-use types in orchard/vineyard landscapes: A meta-analysis","Katayamaetal2019",2019,"10.1016/j.biocon.2018.11.020",0.593442623,"LRR","Ab",25,NA,NA,"all","conventional: pesticides and fertilizers, herbicides, tillage, mowing / integrated: crover crops, mulch, combination of conventional and organic / organic: cover crop, mulch, mating disr, no fertilizers or pesticides / abandoned: old orchards or vineyards not managed anymore / natural: forests, shrublands, grasslands","organic","(de)intensification",0.26,1.13476872647054,"95% confidence interval","conventional vs (semi-)natural plot","Y","Sh","Ysome","Conventional","ConventionalvsSemiNatural","agroforestry systems","Y","De-Intensification",NA,1.03827196377645,0.148613282223549,1.03827196377645,0.148613282223549,0.226953745294108,0.593442623,0.226953745294108,0.593442623,1.03827196377645,0.148613282223549
"175","JB158","ES184","Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis","Shuetal2022",2022,"10.1016/j.scitotenv.2022.154627",0.031578947,"LRR","Sh",167,NA,NA,"microbes","mineral vs organic fertilizers / microbial diversity","organic","organic",0.02,0.218117196971136,"95% confidence interval","control: mineral fert, treat: organic amendment","N","Sh","Ysome","Mineral-OnlyFertilizer","OrganicvsMineral-OnlyFertilizer","all crops","Y","De-Intensification",NA,0.0646606412685719,-0.00150274726857187,0.0646606412685719,-0.00150274726857187,0.0168784154431489,0.031578947,0.0168784154431489,0.031578947,0.0646606412685719,-0.00150274726857187
"176","JB158","ES185","Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis","Shuetal2022",2022,"10.1016/j.scitotenv.2022.154627",0.057416268,"LRR","Sh",148,NA,NA,"microbes","mineral vs organic fertilizers / microbial diversity","organic","organic",0.02,0.205483841444016,"95% confidence interval","control: mineral fert, treat: organic amendment","N","Sh","Ysome","Mineral-OnlyFertilizer","OrganicvsMineral-OnlyFertilizer","all crops","Y","De-Intensification",NA,0.0905219767321906,0.0243105592678094,0.0905219767321906,0.0243105592678094,0.0168906677205054,0.057416268,0.0168906677205054,0.057416268,0.0905219767321906,0.0243105592678094
"177","JB158","ES186","Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis","Shuetal2022",2022,"10.1016/j.scitotenv.2022.154627",0.022966507,"LRR","Sh",246,NA,NA,"microbes","mineral vs organic fertilizers / microbial diversity","organic","organic",0.01,0.132124702719278,"95% confidence interval","control: mineral fert, treat: organic amendment","N","Sh","Ysome","Mineral-OnlyFertilizer","OrganicvsMineral-OnlyFertilizer","all crops","Y","De-Intensification",NA,0.0394774752001487,0.00645553879985126,0.0394774752001487,0.00645553879985126,0.00842396336742283,0.022966507,0.00842396336742283,0.022966507,0.0394774752001487,0.00645553879985126
"178","JB158","ES187","Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis","Shuetal2022",2022,"10.1016/j.scitotenv.2022.154627",0.01722488,"LRR","Sh",10,NA,NA,"microbes","mineral vs organic fertilizers / microbial diversity","organic","organic",0.09,0.266180146324189,"95% confidence interval","control: mineral fert, treat: organic amendment","N","Sh","Ysome","Mineral-OnlyFertilizer","OrganicvsMineral-OnlyFertilizer","all crops","Y","De-Intensification",NA,0.182205043939061,-0.147755283939061,0.182205043939061,-0.147755283939061,0.0841735530301333,0.01722488,0.0841735530301333,0.01722488,0.182205043939061,-0.147755283939061
"179","JB158","ES188","Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis","Shuetal2022",2022,"10.1016/j.scitotenv.2022.154627",-0.040191388,"LRR","Sh",44,NA,NA,"microbes","mineral vs organic fertilizers / microbial diversity","organic","organic",0.04,0.227570643615578,"95% confidence interval","control: mineral fert, treat: organic amendment","N","Sh","Ysome","Mineral-OnlyFertilizer","OrganicvsMineral-OnlyFertilizer","all crops","Y","De-Intensification",NA,0.0270514401281008,-0.107434216128101,0.0270514401281008,-0.107434216128101,0.03430756537148,-0.040191388,0.03430756537148,-0.040191388,0.0270514401281008,-0.107434216128101
"180","JB158","ES189","Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis","Shuetal2022",2022,"10.1016/j.scitotenv.2022.154627",0.031578947,"LRR","Sh",38,NA,NA,"microbes","mineral vs organic fertilizers / microbial diversity","organic","organic",0.05,0.265304681963235,"95% confidence interval","control: mineral fert, treat: organic amendment","N","Sh","Ysome","Mineral-OnlyFertilizer","OrganicvsMineral-OnlyFertilizer","all crops","Y","De-Intensification",NA,0.115933627979813,-0.0527757339798131,0.115933627979813,-0.0527757339798131,0.043038102540721,0.031578947,0.043038102540721,0.031578947,0.115933627979813,-0.0527757339798131
"181","JB158","ES190","Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis","Shuetal2022",2022,"10.1016/j.scitotenv.2022.154627",0.020095694,"LRR","Sh",101,NA,NA,"microbes","mineral vs organic fertilizers / microbial diversity","organic","organic",0.03,0.255384925700099,"95% confidence interval","control: mineral fert, treat: organic amendment","N","Sh","Ysome","Mineral-OnlyFertilizer","OrganicvsMineral-OnlyFertilizer","all crops","Y","De-Intensification",NA,0.0699027237825602,-0.0297113357825602,0.0699027237825602,-0.0297113357825602,0.0254117498890613,0.020095694,0.0254117498890613,0.020095694,0.0699027237825602,-0.0297113357825602
"182","JB158","ES191","Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis","Shuetal2022",2022,"10.1016/j.scitotenv.2022.154627",0.014354067,"LRR","Sh",95,NA,NA,"microbes","mineral vs organic fertilizers / microbial diversity","organic","organic",0.02,0.165220681345454,"95% confidence interval","control: mineral fert, treat: organic amendment","N","Sh","Ysome","Mineral-OnlyFertilizer","OrganicvsMineral-OnlyFertilizer","all crops","Y","De-Intensification",NA,0.0475785841059302,-0.0188704501059302,0.0475785841059302,-0.0188704501059302,0.0169512842377195,0.014354067,0.0169512842377195,0.014354067,0.0475785841059302,-0.0188704501059302
"183","JB158","ES192","Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis","Shuetal2022",2022,"10.1016/j.scitotenv.2022.154627",0.025837321,"LRR","Sh",225,NA,NA,"microbes","mineral vs organic fertilizers / microbial diversity","organic","organic",0.02,0.25280886120149,"95% confidence interval","control: mineral fert, treat: organic amendment","N","Sh","Ysome","Mineral-OnlyFertilizer","OrganicvsMineral-OnlyFertilizer","all crops","Y","De-Intensification",NA,0.0588710121969947,-0.00719637019699466,0.0588710121969947,-0.00719637019699466,0.0168539240800993,0.025837321,0.0168539240800993,0.025837321,0.0588710121969947,-0.00719637019699466
"184","JB158","ES193","Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis","Shuetal2022",2022,"10.1016/j.scitotenv.2022.154627",0.054545455,"LRR","Sh",197,NA,NA,"microbes","mineral vs organic fertilizers / microbial diversity","organic","organic",0.02,0.236696525381926,"95% confidence interval","control: mineral fert, treat: organic amendment","N","Sh","Ysome","Mineral-OnlyFertilizer","OrganicvsMineral-OnlyFertilizer","all crops","Y","De-Intensification",NA,0.0875987561846671,0.0214921538153328,0.0875987561846671,0.0214921538153328,0.0168639291758506,0.054545455,0.0168639291758506,0.054545455,0.0875987561846671,0.0214921538153328
"185","JB158","ES194","Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis","Shuetal2022",2022,"10.1016/j.scitotenv.2022.154627",0.068899522,"LRR","Sh",113,NA,NA,"microbes","mineral vs organic fertilizers / microbial diversity","organic","organic",0.02,0.179906825357421,"95% confidence interval","control: mineral fert, treat: organic amendment","N","Sh","Ysome","Mineral-OnlyFertilizer","OrganicvsMineral-OnlyFertilizer","all crops","Y","De-Intensification",NA,0.10207097457576,0.0357280694242397,0.10207097457576,0.0357280694242397,0.0169242104978369,0.068899522,0.0169242104978369,0.068899522,0.10207097457576,0.0357280694242397
"186","JB158","ES195","Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis","Shuetal2022",2022,"10.1016/j.scitotenv.2022.154627",0.01722488,"LRR","Sh",49,NA,NA,"microbes","mineral vs organic fertilizers / microbial diversity","organic","organic",0.03,0.179702592441893,"95% confidence interval","control: mineral fert, treat: organic amendment","N","Sh","Ysome","Mineral-OnlyFertilizer","OrganicvsMineral-OnlyFertilizer","all crops","Y","De-Intensification",NA,0.0675416058837302,-0.0330918458837302,0.0675416058837302,-0.0330918458837302,0.0256717989202705,0.01722488,0.0256717989202705,0.01722488,0.0675416058837302,-0.0330918458837302
"187","JB158","ES196","Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis","Shuetal2022",2022,"10.1016/j.scitotenv.2022.154627",0.025837321,"LRR","Sh",404,NA,NA,"microbes","mineral vs organic fertilizers / microbial diversity","organic","organic",0.01,0.16906797582569,"95% confidence interval","control: mineral fert, treat: organic amendment","N","Sh","Ysome","Mineral-OnlyFertilizer","OrganicvsMineral-OnlyFertilizer","all crops","Y","De-Intensification",NA,0.0423237555147683,0.00935088648523169,0.0423237555147683,0.00935088648523169,0.00841144618100424,0.025837321,0.00841144618100424,0.025837321,0.0423237555147683,0.00935088648523169
"188","JB158","ES197","Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis","Shuetal2022",2022,"10.1016/j.scitotenv.2022.154627",0.051674641,"LRR","Sh",35,NA,NA,"microbes","waste","organic","organic",0.04,0.204155975527831,"95% confidence interval","control: mineral fert, treat: organic amendment","N","Sh","Ysome","Mineral-OnlyFertilizer","OrganicvsMineral-OnlyFertilizer","all crops","Y","De-Intensification",NA,0.119311611207474,-0.0159623292074742,0.119311611207474,-0.0159623292074742,0.0345086582691195,0.051674641,0.0345086582691195,0.051674641,0.119311611207474,-0.0159623292074742
"189","JB158","ES198","Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis","Shuetal2022",2022,"10.1016/j.scitotenv.2022.154627",0.037320574,"LRR","Sh",149,NA,NA,"microbes","plant residue","organic","organic",0.02,0.20616804005755,"95% confidence interval","control: mineral fert, treat: organic amendment","N","Sh","Ysome","Mineral-OnlyFertilizer","OrganicvsMineral-OnlyFertilizer","all crops","Y","De-Intensification",NA,0.0704248641235746,0.00421628387642538,0.0704248641235746,0.00421628387642538,0.0168899439405993,0.037320574,0.0168899439405993,0.037320574,0.0704248641235746,0.00421628387642538
